qid;sexp;query
877;(VALUE (85318NED (MSR M003039 (WHERE (DIM WijkenEnBuurten BU03639406)))));Wat is de woningswaarde in k-buurt Zuidoost in Amsterdam?
878;(VALUE (85318NED (MSR A047047 (WHERE (DIM WijkenEnBuurten BU03580000)))));Hoeveel huurwoningen zijn er in het centrum van Aalsmeer?
879;(VALUE (85318NED (MSR 80200 (WHERE (DIM WijkenEnBuurten BU01069916)))));Hoeveel 65 plussers leven er in Schieven
879;(VALUE (85318NED (MSR 80200 (WHERE (DIM WijkenEnBuurten BU01069916)))));aantal ouderen in Schieven
880;(VALUE (85318NED (MSR H008751 (WHERE (DIM WijkenEnBuurten BU04840813)))));Hoeveel niet westerse surinamers leven er in Wagenburg?
880;(VALUE (85318NED (MSR H008751 (WHERE (DIM WijkenEnBuurten BU04840813)))));surinaamse allochtonen in Wagenburg
881;(VALUE (85318NED (MSR A047040 (WHERE (DIM WijkenEnBuurten BU03620701)))));Hoeveelheid wateroppervlak in de middenpolder
882;(VALUE (85318NED (MSR A018943_4 (WHERE (DIM WijkenEnBuurten WK003401)))));Hoeveel auto's hebben mensen in Almere Haven naar oppervlakte?
882;(VALUE (85318NED (MSR A018943_4 (WHERE (DIM WijkenEnBuurten WK003401)))));Aantal auto's in Almere Centrum haven
883;(VALUE (85318NED (MSR 1020 (WHERE (DIM WijkenEnBuurten WK030730)))));Aantal getrouwde personen in Amersfoort Vathorst De Bron
884;(VALUE (85318NED (MSR 1010 (WHERE (DIM WijkenEnBuurten BU01060703)))));Hoeveel vrijgezellen leven er in De kleuven in Assen? Aantal ongetrouwden in de kleuven
884;(VALUE (85318NED (MSR 1010 (WHERE (DIM WijkenEnBuurten BU01060703)))));ondehuwden De Kleuven
885;(VALUE (85318NED (MSR A047040 (WHERE (DIM WijkenEnBuurten BU00342602)))));Hoeveel water is er in Noord- midden Kruidenwijk in Almere?
885;(VALUE (85318NED (MSR A047040 (WHERE (DIM WijkenEnBuurten BU00342602)))));Oppervlaktewater kruidenwijk noord-midden
886;(VALUE (85323NED (MSR M000352 (WHERE (DIM PrognoseInterval MW00000)))));Bevolkingsgroei
886;(VALUE (85323NED (MSR M000352 (WHERE (DIM PrognoseInterval MW00000)))));hoeveel groeit de bevolking?
886;(VALUE (85323NED (MSR M000352 (WHERE (DIM PrognoseInterval MW00000)))));Prognose bevolking
886;(VALUE (85323NED (MSR M000352 (WHERE (DIM PrognoseInterval MW00000)))));groei aantal nederlanders
887;(VALUE (85323NED (MSR 3000_2 (WHERE (DIM TC 2057JJ00)))));Levensverwachting oudere mannen in 2057
887;(VALUE (85323NED (MSR 3000_2 (WHERE (DIM TC 2057JJ00)))));Wat is de verwachte leeftijd van overleiden voor vijfenzestigjarige mannen in 2057?
887;(VALUE (85323NED (MSR 3000_2 (WHERE (DIM TC 2057JJ00)))));prognose leeftijd mannen 65 2057
891;(VALUE (85323NED (MSR 3000_1 (WHERE (DIM TC 2068JJ00)))));Levensverwachting mannen in 2068
892;(VALUE (85323NED (MSR M000168 (WHERE (DIM TC 2067JJ00)))));Hoeveel mensen emigreren er in 2067?
893;(VALUE (85323NED (MSR 4000_2 (WHERE (DIM TC 2026JJ00) (DIM PrognoseInterval MOG0095)))));Hoe oud worden vrouwen van 65 jaar in 2026 volgens de ondergrens?
893;(VALUE (85323NED (MSR 4000_2 (WHERE (DIM TC 2026JJ00) (DIM PrognoseInterval MOG0095)))));ondergrens levensverwachting 65-plus vrouwen
894;(VALUE (85323NED (MSR 80200_1 (WHERE (DIM TC 2047JJ00) (DIM PrognoseInterval MOG0095)))));ondergrens aantal bejaarden in 2047
895;(VALUE (85323NED (MSR D000128 (WHERE (DIM PrognoseInterval MW00000)))));Hoeveel kinderen worden er in de toekomst geboren?
895;(VALUE (85323NED (MSR D000128 (WHERE (DIM PrognoseInterval MW00000)))));Aantal baby's in de toekomst
895;(VALUE (85323NED (MSR D000128 (WHERE (DIM PrognoseInterval MW00000)))));verwachting hoeveelheid kinderen
896;(VALUE (85323NED (MSR M000167 (WHERE (DIM PrognoseInterval MOG0095)))));Ondergrens aantal immigranten
896;(VALUE (85323NED (MSR M000167 (WHERE (DIM PrognoseInterval MOG0095)))));wat is de ondergrens van het aantal immigraten in de toekomst?
897;(VALUE (85323NED (MSR M000134 (WHERE (DIM TC 2063JJ00) (DIM PrognoseInterval MW00000)))));Overleidensprognose 2063
897;(VALUE (85323NED (MSR M000134 (WHERE (DIM TC 2063JJ00) (DIM PrognoseInterval MW00000)))));verwachting aantal sterfgevallen in 2063
898;(VALUE (85323NED (MSR 4000_1 (WHERE (DIM TC 2044JJ00)))));Levensverwachting van vrouwen in 2044
898;(VALUE (85323NED (MSR 4000_1 (WHERE (DIM TC 2044JJ00)))));Hoe oud worden vrouwen in 2044?
899;(VALUE (85323NED (MSR M000134 (WHERE (DIM PrognoseInterval MBG0067) (DIM TC 2044JJ00)))));Sterfte bovengrens in 2044
899;(VALUE (85323NED (MSR M000134 (WHERE (DIM PrognoseInterval MBG0067) (DIM TC 2044JJ00)))));Prognose overledenen in 2044
899;(VALUE (85323NED (MSR M000134 (WHERE (DIM PrognoseInterval MBG0067) (DIM TC 2044JJ00)))));Hoeveelheid sterfgevallen in 2044
900;(VALUE (85323NED (MSR M005167 (WHERE (DIM PrognoseInterval MW00000)))));Verwachtin aantal geboorten
900;(VALUE (85323NED (MSR M005167 (WHERE (DIM PrognoseInterval MW00000)))));prognose vruchtbaarheidscijfer
900;(VALUE (85323NED (MSR M005167 (WHERE (DIM PrognoseInterval MW00000)))));Hoeveel baby's worden er geboren
900;(VALUE (85323NED (MSR M005167 (WHERE (DIM PrognoseInterval MW00000)))));aantal geboorden in de toekomst
901;(VALUE (85323NED (MSR D000117 (WHERE (DIM TC 2037JJ00) (DIM PrognoseInterval MOG0095)))));Wat is de ondergrens van de groene druk in 2037?
901;(VALUE (85323NED (MSR D000117 (WHERE (DIM TC 2037JJ00) (DIM PrognoseInterval MOG0095)))));ondergrens verwachting relatieve hoeveel jongeren ten opzichte van ouderen in 2037
902;(VALUE (85323NED (MSR M000352 (WHERE (DIM TC 2041JJ00)))));Prognose bevolking 2041
902;(VALUE (85323NED (MSR M000352 (WHERE (DIM TC 2041JJ00)))));Hoeveel mensen wonen er in Nederland in 2041?
902;(VALUE (85323NED (MSR M000352 (WHERE (DIM TC 2041JJ00)))));Aantal mensen 2041
902;(VALUE (85323NED (MSR M000352 (WHERE (DIM TC 2041JJ00)))));bevolkingsgroei 2041
903;(VALUE (85323NED (MSR 4000_2 (WHERE (DIM TC 2065JJ00)))));Levensverwachting van vrouwen ouder dan 65 jaar in 2065
903;(VALUE (85323NED (MSR 4000_2 (WHERE (DIM TC 2065JJ00)))));Prognose levensverwachting oudere vrouwen in 2065
904;(VALUE (85323NED (MSR 80200_1 (WHERE (DIM PrognoseInterval MOG0095)))));Wat is de ondergrens van het aantal bejaarden in de toekomst?
904;(VALUE (85323NED (MSR 80200_1 (WHERE (DIM PrognoseInterval MOG0095)))));Prognose ondergrens aantal 65-plussers
905;(VALUE (85323NED (MSR M005167 (WHERE (DIM TC 2043JJ00) (DIM PrognoseInterval MBG0095)))));Wat is het vruchtbaarheidscijfer in 2043
905;(VALUE (85323NED (MSR M005167 (WHERE (DIM TC 2043JJ00) (DIM PrognoseInterval MBG0095)))));neem de bovengrens
906;(VALUE (85397NED (MSR D000227 (WHERE (DIM HerkomstlandHoofdkostwinner H008533) (DIM GeboortelandOudersHoofdkostwinner T001638) (DIM TC 2011JJ00)))));Hoeveel Afghaanse huishoudens verdienden er onder modaal?
907;(VALUE (85397NED (MSR M000222 (WHERE (DIM GeboortelandOudersHoofdkostwinner T001638)))));Totaal inkomen
907;(VALUE (85397NED (MSR M000222 (WHERE (DIM GeboortelandOudersHoofdkostwinner T001638)))));Hoeveel verdienen Nederlanders
907;(VALUE (85397NED (MSR M000222 (WHERE (DIM GeboortelandOudersHoofdkostwinner T001638)))));gemiddelde inkomen Nederlanders
907;(VALUE (85397NED (MSR M000222 (WHERE (DIM GeboortelandOudersHoofdkostwinner T001638)))));modaal inkomen
908;(VALUE (85397NED (MSR M000220 (WHERE (DIM HerkomstlandHoofdkostwinner H008634)))));Gemiddeld inkomen van mensen uit Iran
908;(VALUE (85397NED (MSR M000220 (WHERE (DIM HerkomstlandHoofdkostwinner H008634)))));inkomen van Iraniërs
911;(VALUE (85397NED (MSR M000220 (WHERE (DIM GeboortelandOudersHoofdkostwinner A051777)))));Gemiddeld inkomen Nederlanders met een ouder met een migratieachtergrond
911;(VALUE (85397NED (MSR M000220 (WHERE (DIM GeboortelandOudersHoofdkostwinner A051777)))));Koopkracht nederlanders met een ouder uit het buitenland
912;(VALUE (85397NED (MSR M000939 (WHERE (DIM TC 2016JJ00)))));Gemiddeld vermogen in 2016
912;(VALUE (85397NED (MSR M000939 (WHERE (DIM TC 2016JJ00)))));mediaan vermogen 2016
912;(VALUE (85397NED (MSR M000939 (WHERE (DIM TC 2016JJ00)))));Hoeveel spaargeld 2016?
913;(VALUE (85397NED (MSR 1050010 (WHERE (DIM HerkomstlandHoofdkostwinner H007933) (DIM GeboortelandOudersHoofdkostwinner A051735)))));Hoeveel huishoudens van Europesen zijn er in Nederland?
913;(VALUE (85397NED (MSR 1050010 (WHERE (DIM HerkomstlandHoofdkostwinner H007933) (DIM GeboortelandOudersHoofdkostwinner A051735)))));Aantal Europese houshoudens
914;(VALUE (85397NED (MSR M000220 (WHERE (DIM TC 2020JJ00) (DIM GeboortelandOudersHoofdkostwinner A051778)))));Koopkracht van eerste generatie migranten in 2020
914;(VALUE (85397NED (MSR M000220 (WHERE (DIM TC 2020JJ00) (DIM GeboortelandOudersHoofdkostwinner A051778)))));Hoeveel besteedbaar inkomen hadden mensen met ouders van buiten Nederland gemiddeld in 2020?
915;(VALUE (85397NED (MSR M000222 (WHERE (DIM HerkomstlandHoofdkostwinner H008552)))));Standaardinkomen Belgen
915;(VALUE (85397NED (MSR M000222 (WHERE (DIM HerkomstlandHoofdkostwinner H008552)))));Gemiddeld inkomen België
915;(VALUE (85397NED (MSR M000222 (WHERE (DIM HerkomstlandHoofdkostwinner H008552)))));Gestandaardiseerd gemiddeld inkomen van Belgen
916;(VALUE (85397NED (MSR M000222 (WHERE (DIM TC 2011JJ00)))));Gemiddeld inkomen in 2011
916;(VALUE (85397NED (MSR M000222 (WHERE (DIM TC 2011JJ00)))));Hoeveel verdiende een persoon gemiddeld in 2011?
917;(VALUE (85397NED (MSR M000939 (WHERE (DIM TC 2016JJ00) (DIM HerkomstlandHoofdkostwinner H008632)))));Hoeveel vermogen heeft een Indiër gemiddeld in 2016?
917;(VALUE (85397NED (MSR M000939 (WHERE (DIM TC 2016JJ00) (DIM HerkomstlandHoofdkostwinner H008632)))));Mediaan vermogen Nederlandse Indiërs in 2016
918;(VALUE (85397NED (MSR M000220 (WHERE (DIM TC 2016JJ00)))));Gemiddeld inkomen in 2016
918;(VALUE (85397NED (MSR M000220 (WHERE (DIM TC 2016JJ00)))));koopkracht in 2016
918;(VALUE (85397NED (MSR M000220 (WHERE (DIM TC 2016JJ00)))));wat was het gemiddeld besteedbaar inkomen in 2016?
919;(VALUE (85397NED (MSR M000939 (WHERE (DIM TC 2017JJ00) (DIM GeboortelandOudersHoofdkostwinner A051742)))));Gemiddeld spaargeld van gezinnen buiten Nederland in 2017
920;(VALUE (85397NED (MSR M000939 (WHERE (DIM GeboortelandOudersHoofdkostwinner A051735) (DIM HerkomstlandHoofdkostwinner H008751)))));Mediaan vermogen van Surinamers
920;(VALUE (85397NED (MSR M000939 (WHERE (DIM GeboortelandOudersHoofdkostwinner A051735) (DIM HerkomstlandHoofdkostwinner H008751)))));gemiddels vermogen Surinamers
921;(VALUE (85397NED (MSR M000220 (WHERE (DIM TC 2014JJ00) (DIM GeboortelandOudersHoofdkostwinner A051736) (DIM HerkomstlandHoofdkostwinner H007119)))));Gemiddeld inkomen van Nederlandsers uit de Cariben in 2014
922;(VALUE (85397NED (MSR D000227 (WHERE (DIM HerkomstlandHoofdkostwinner H008533) (DIM GeboortelandOudersHoofdkostwinner A051742)))));Aantal afghaanse huishoudens met een laag inkomen
923;(VALUE (85397NED (MSR D000227 (WHERE (DIM TC 2014JJ00) (DIM HerkomstlandHoofdkostwinner H008747) (DIM GeboortelandOudersHoofdkostwinner T001638)))));Lage inkomens per huishouden van Somaliërs
924;(VALUE (85397NED (MSR M000222 (WHERE (DIM GeboortelandOudersHoofdkostwinner T001638) (DIM TC 2016JJ00)))));Standaardinkomen in 2016
924;(VALUE (85397NED (MSR M000222 (WHERE (DIM GeboortelandOudersHoofdkostwinner T001638) (DIM TC 2016JJ00)))));Totaal gestandaardiseerd inkomen in 2016
925;(VALUE (85397NED (MSR 1050010 (WHERE (DIM GeboortelandOudersHoofdkostwinner A051742) (DIM TC 2011JJ00) (DIM HerkomstlandHoofdkostwinner H008800)))));Hoeveel gezinnen zijn er met ouders uit Europa in 2011
925;(VALUE (85397NED (MSR 1050010 (WHERE (DIM GeboortelandOudersHoofdkostwinner A051742) (DIM TC 2011JJ00) (DIM HerkomstlandHoofdkostwinner H008800)))));aatal huishouden van ouders buiten Nederland in 2011
926;(VALUE (85398NED (MSR M006777 (WHERE (DIM Geslacht 3000)))));Aantal mannen die onder gemiddeld verdienen
926;(VALUE (85398NED (MSR M006777 (WHERE (DIM Geslacht 3000)))));aantal mannen onder modaal
926;(VALUE (85398NED (MSR M006777 (WHERE (DIM Geslacht 3000)))));slecht verdienende mannen
926;(VALUE (85398NED (MSR M006777 (WHERE (DIM Geslacht 3000)))));hoeveelheid mannen met een laag inkomen
927;(VALUE (85398NED (MSR M006774_2 (WHERE (DIM Geslacht 3000) (DIM GeboortelandOuders A051778) (DIM TC 2016JJ00) (DIM Herkomstland H008533)))));Aan Afghaanse mannen met een inkomen in Nederland
927;(VALUE (85398NED (MSR M006774_2 (WHERE (DIM Geslacht 3000) (DIM GeboortelandOuders A051778) (DIM TC 2016JJ00) (DIM Herkomstland H008533)))));Afghaanse Nederlanders met een inkomen
928;(VALUE (85398NED (MSR M006774_2 (WHERE (DIM Geslacht 4000) (DIM GeboortelandOuders A051735) (DIM TC 2011JJ00) (DIM Herkomstland H008592)))));Aantal Duitse vrouwen met een inkomen in Nederland
929;(VALUE (85398NED (MSR M001974 (WHERE (DIM Herkomstland H008723) (DIM TC 2017JJ00) (DIM GeboortelandOuders A051777)))));Gemiddeld inkomen per persoon uit Roemenië in 2017
930;(VALUE (85398NED (MSR M000222 (WHERE (DIM GeboortelandOuders T001638) (DIM Geslacht 4000)))));Totaal gemiddelde inkomen vrouwen
930;(VALUE (85398NED (MSR M000222 (WHERE (DIM GeboortelandOuders T001638) (DIM Geslacht 4000)))));modale inkomen van vrouwen
930;(VALUE (85398NED (MSR M000222 (WHERE (DIM GeboortelandOuders T001638) (DIM Geslacht 4000)))));modaal inkomen vrouwen
931;(VALUE (85398NED (MSR M000222 (WHERE (DIM Herkomstland H008866) (DIM TC 2013JJ00) (DIM GeboortelandOuders A051742) (DIM Geslacht T001038)))));Gemiddeld inkomen van Nederlanders buiten Europa in 2013
932;(VALUE (85398NED (MSR M006771 (WHERE (DIM GeboortelandOuders A051777) (DIM Herkomstland H007119) (DIM Geslacht 3000) (DIM TC 2017JJ00)))));aantal caribische mannen die economisch zelfstandig zijn in 2017
933;(VALUE (85398NED (MSR M006771 (WHERE (DIM TC 2014JJ00)))));Hoeveel economisch zelfstandigen waren er in 2014?
933;(VALUE (85398NED (MSR M006771 (WHERE (DIM TC 2014JJ00)))));hoeveel personen waren er financieel onafhankelijk in 2014
933;(VALUE (85398NED (MSR M006771 (WHERE (DIM TC 2014JJ00)))));Percentage economisch onafhankelijke personen in 2014
934;(VALUE (85398NED (MSR M000222 (WHERE (DIM Herkomstland H008634) (DIM Geslacht 4000) (DIM TC 2011JJ00)))));Gestandaardiseerd inkomen Iraanse vrouwen in 2011
934;(VALUE (85398NED (MSR M000222 (WHERE (DIM Herkomstland H008634) (DIM Geslacht 4000) (DIM TC 2011JJ00)))));hoeveel verdienden vrouwen uit iran in 2011?
935;(VALUE (85398NED (MSR M006777 (WHERE (DIM Geslacht 3000) (DIM GeboortelandOuders T001638) (DIM Herkomstland H008673) (DIM TC 2015JJ00)))));Hoeveel Marokkanen verdienden er weinig in 2015?
935;(VALUE (85398NED (MSR M006777 (WHERE (DIM Geslacht 3000) (DIM GeboortelandOuders T001638) (DIM Herkomstland H008673) (DIM TC 2015JJ00)))));Onder modaal verdienende marokkanen in 2015
936;(VALUE (85398NED (MSR M006774_2 (WHERE (DIM Geslacht T001038) (DIM GeboortelandOuders A051735) (DIM Herkomstland H008597) (DIM TC 2018JJ00)))));Hoeveel mensen uit Eritrea hadden er een inkomen in 2018?
937;(VALUE (85398NED (MSR M006774_1 (WHERE (DIM GeboortelandOuders A051735) (DIM Geslacht 4000) (DIM TC 2016JJ00) (DIM Herkomstland H008751)))));Gestandaardiseerd inkomen 2016 Surinaamse Nederlandse vrouwen
937;(VALUE (85398NED (MSR M006774_1 (WHERE (DIM GeboortelandOuders A051735) (DIM Geslacht 4000) (DIM TC 2016JJ00) (DIM Herkomstland H008751)))));Standaardinkomen vrouwen Nederlandse Surinamers in 2016
938;(VALUE (85398NED (MSR M001974 (WHERE (DIM Herkomstland H008800)))));Modaal inkomen Europa
938;(VALUE (85398NED (MSR M001974 (WHERE (DIM Herkomstland H008800)))));gemiddeld inkomen verdieners uit Europa
938;(VALUE (85398NED (MSR M001974 (WHERE (DIM Herkomstland H008800)))));gemiddeld inkomen Europese Nederlanders
939;(VALUE (85398NED (MSR M006777 (WHERE (DIM Herkomstland H008592) (DIM TC 2012JJ00) (DIM Geslacht 3000) (DIM GeboortelandOuders A051777)))));Hoeveel Duitse mannen verdienen er onder modaal in 2012 in Nederland?
939;(VALUE (85398NED (MSR M006777 (WHERE (DIM Herkomstland H008592) (DIM TC 2012JJ00) (DIM Geslacht 3000) (DIM GeboortelandOuders A051777)))));aantal Duitsers in Nederland met een laag inkomen in 2012
940;(VALUE (85398NED (MSR M006774_2 (WHERE (DIM TC 2014JJ00) (DIM Geslacht T001038) (DIM Herkomstland H008766) (DIM GeboortelandOuders A051778)))));Hoeveel Turken verdienden er geld in Nederland in 2014?
940;(VALUE (85398NED (MSR M006774_2 (WHERE (DIM TC 2014JJ00) (DIM Geslacht T001038) (DIM Herkomstland H008766) (DIM GeboortelandOuders A051778)))));In Nederland geboren Turken met inkomen in 2014
941;(VALUE (85398NED (MSR M006774_2 (WHERE (DIM Geslacht 3000) (DIM Herkomstland H008632)))));Hoeveel indonesiërs hebben er een inkomen in Nederland?
941;(VALUE (85398NED (MSR M006774_2 (WHERE (DIM Geslacht 3000) (DIM Herkomstland H008632)))));Aantal Indonesiërs met een inkomen
942;(VALUE (85398NED (MSR M001974 (WHERE (DIM Geslacht T001038)))));Gemiddeld inkomen per Nederlander
942;(VALUE (85398NED (MSR M001974 (WHERE (DIM Geslacht T001038)))));hoeveel verdient een Nederlander gemiddeld?
942;(VALUE (85398NED (MSR M001974 (WHERE (DIM Geslacht T001038)))));modaal inkomen
942;(VALUE (85398NED (MSR M001974 (WHERE (DIM Geslacht T001038)))));totaal gemiddeld inkomen
943;(VALUE (85398NED (MSR M006774_2 (WHERE (DIM GeboortelandOuders A051735) (DIM TC 2012JJ00)))));Hoeveel Nederlanders hadden een inkomen in 2012?
943;(VALUE (85398NED (MSR M006774_2 (WHERE (DIM GeboortelandOuders A051735) (DIM TC 2012JJ00)))));aantal Nederlanders met een inkomen in 2012
943;(VALUE (85398NED (MSR M006774_2 (WHERE (DIM GeboortelandOuders A051735) (DIM TC 2012JJ00)))));verdienende nederlanders in 2012
944;(VALUE (85398NED (MSR M006771 (WHERE (DIM TC 2013JJ00) (DIM Herkomstland H008597)))));Hoeveel Eritreeërs verdienen boven het bestaansminimum in 2013?
944;(VALUE (85398NED (MSR M006771 (WHERE (DIM TC 2013JJ00) (DIM Herkomstland H008597)))));Financieel zelfstandigen uit Eritrea in 2013
945;(VALUE (85398NED (MSR M006777 (WHERE (DIM Herkomstland H008718) (DIM Geslacht 3000) (DIM GeboortelandOuders A051778) (DIM TC 2015JJ00)))));hoeveel in Nederland geboren Polen hadden een laag inkomen in 2015?
945;(VALUE (85398NED (MSR M006777 (WHERE (DIM Herkomstland H008718) (DIM Geslacht 3000) (DIM GeboortelandOuders A051778) (DIM TC 2015JJ00)))));Polen in Nederland met laag inkomen
945;(VALUE (85398NED (MSR M006777 (WHERE (DIM Herkomstland H008718) (DIM Geslacht 3000) (DIM GeboortelandOuders A051778) (DIM TC 2015JJ00)))));Poolse Nederlanders die onder modaal verdienen
946;(VALUE (85427NED (MSR D001601 (WHERE (DIM Landen L008527) (DIM TC 2020MM06) (DIM SITC A051811)))));balans export en import overige producten in 2020
946;(VALUE (85427NED (MSR D001601 (WHERE (DIM Landen L008527) (DIM TC 2020MM06) (DIM SITC A051811)))));wat was de handselsbalans van niet-fysieke producten in 2020
947;(VALUE (85427NED (MSR M001648 (WHERE (DIM Landen L007935) (DIM SITC T001082)))));Totaal doorvoer producten naar EU
947;(VALUE (85427NED (MSR M001648 (WHERE (DIM Landen L007935) (DIM SITC T001082)))));Hoeveel producten voert Nederland door naar de EU?
947;(VALUE (85427NED (MSR M001648 (WHERE (DIM Landen L007935) (DIM SITC T001082)))));aatal producten wederuitvoer richting Europa in euro
948;(VALUE (85427NED (MSR M001637 (WHERE (DIM TC 2018JJ00) (DIM SITC A018809) (DIM Landen L008540)))));fabrieksproducten naar Anguilla in 2018
948;(VALUE (85427NED (MSR M001637 (WHERE (DIM TC 2018JJ00) (DIM SITC A018809) (DIM Landen L008540)))));omzet uitvoer fabrieksgoederen naar Anguilla 2018
949;(VALUE (85427NED (MSR D001636 (WHERE (DIM Landen L008538) (DIM TC 2019MM10) (DIM SITC A018524)))));Hoeveel voedsel exporteerde Nederland naar Andorra in okt 2019
949;(VALUE (85427NED (MSR D001636 (WHERE (DIM Landen L008538) (DIM TC 2019MM10) (DIM SITC A018524)))));Goederenexport Andorra oktober 2019
950;(VALUE (85427NED (MSR M001609 (WHERE (DIM TC 2019MM07) (DIM Landen L008531) (DIM SITC A018612)))));Verschil export olie naar Oceanië in 2019
950;(VALUE (85427NED (MSR M001609 (WHERE (DIM TC 2019MM07) (DIM Landen L008531) (DIM SITC A018612)))));Groei export olie naar Oceanië vanuit Nederland
950;(VALUE (85427NED (MSR M001609 (WHERE (DIM TC 2019MM07) (DIM Landen L008531) (DIM SITC A018612)))));Toename inkomsten export vet en olie naar Oceanië
951;(VALUE (85429NED (MSR M001648 (WHERE (DIM TC 2019MM07) (DIM Landen L007935)))));Doorvoer van producten via Nederland naar Europa in juli 2019
951;(VALUE (85429NED (MSR M001648 (WHERE (DIM TC 2019MM07) (DIM Landen L007935)))));Hoeveel producten scheepte Nederland door naar de EU in juli 2019?
951;(VALUE (85429NED (MSR M001648 (WHERE (DIM TC 2019MM07) (DIM Landen L007935)))));Wederuitvoer producten naar EU juli 2019
952;(VALUE (85429NED (MSR D001636 (WHERE (DIM SITC T001082)))));Hoeveel exporteert Nederland?
952;(VALUE (85429NED (MSR D001636 (WHERE (DIM SITC T001082)))));Goederenexport Nederland
952;(VALUE (85429NED (MSR D001636 (WHERE (DIM SITC T001082)))));Uitvoer producten
952;(VALUE (85429NED (MSR D001636 (WHERE (DIM SITC T001082)))));Opbrengst Nederland export producten
953;(VALUE (85429NED (MSR M001632 (WHERE (DIM Landen L008542) (DIM SITC A018524) (DIM TC 2019MM06)))));Export voedsel naar Argentinië in juni 2019
953;(VALUE (85429NED (MSR M001632 (WHERE (DIM Landen L008542) (DIM SITC A018524) (DIM TC 2019MM06)))));Waarde uitvoer van vee naar Argentinië in juni 2019
954;(VALUE (85429NED (MSR D001607 (WHERE (DIM SITC A018524)))));Hoeveel voedsel importeert Nederland?
954;(VALUE (85429NED (MSR D001607 (WHERE (DIM SITC A018524)))));import dieren
954;(VALUE (85429NED (MSR D001607 (WHERE (DIM SITC A018524)))));Import van eten in Nederland
954;(VALUE (85429NED (MSR D001607 (WHERE (DIM SITC A018524)))));Hoeveel voedsel importeert nederland in euro's?
955;(VALUE (85429NED (MSR M001608 (WHERE (DIM Landen L008542) (DIM TC 2020MM03) (DIM SITC A018528)))));Hoeveel drank en tabak importeerde Nederland vanuit Argentinië in maart 2020 ten opzichte van vorig jaar?
955;(VALUE (85429NED (MSR M001608 (WHERE (DIM Landen L008542) (DIM TC 2020MM03) (DIM SITC A018528)))));Drankimport Argentinië maart 2020 relatief
955;(VALUE (85429NED (MSR M001608 (WHERE (DIM Landen L008542) (DIM TC 2020MM03) (DIM SITC A018528)))));Groei invoer tabak vanuit Argentinië in maart 2020
956;(VALUE (37772ned (MSR A028293_1 (WHERE (DIM TC 2014JJ00)))));Homohuwelijken in 2014
956;(VALUE (37772ned (MSR A028293_1 (WHERE (DIM TC 2014JJ00)))));Hoeveel huwelijken tussen mannen 2014
956;(VALUE (37772ned (MSR A028293_1 (WHERE (DIM TC 2014JJ00)))));aantal mannen trouwen met mannen in 2014
957;(VALUE (37772ned (MSR 1050_6 (WHERE (DIM TC 1970JJ00)))));Leeftijd huwelijk weduwe 1970
957;(VALUE (37772ned (MSR 1050_6 (WHERE (DIM TC 1970JJ00)))));leeftijd van verweduwde vrouwen huwende in 1970
957;(VALUE (37772ned (MSR 1050_6 (WHERE (DIM TC 1970JJ00)))));gemiddelde leeftijd weduwes bij huwelijk 1970
958;(VALUE (37772ned (MSR 1010_1 (WHERE (DIM TC 2019JJ00)))));ongehuwde mannen getrouwd in 2019
958;(VALUE (37772ned (MSR 1010_1 (WHERE (DIM TC 2019JJ00)))));aantal niet eerder getrouwde mannen die huwen in 2019
958;(VALUE (37772ned (MSR 1010_1 (WHERE (DIM TC 2019JJ00)))));
959;(VALUE (37772ned (MSR D004999_2 (WHERE (DIM TC 1978JJ00)))));vrouwen 1 huwelijk 1978
959;(VALUE (37772ned (MSR D004999_2 (WHERE (DIM TC 1978JJ00)))));aantal vrouwen 1x getrouwd in 1978
960;(VALUE (37772ned (MSR 1050_3 (WHERE (DIM TC 1984JJ00)))));aantal verweduwde mannen die trouwden in 1984
960;(VALUE (37772ned (MSR 1050_3 (WHERE (DIM TC 1984JJ00)))));hoeveel weduwnaren huwelijk 1984
961;(VALUE (37772ned (MSR 1080_4 (WHERE (DIM TC 2006JJ00)))));aantal gescheiden vrouwen huwen 2006
961;(VALUE (37772ned (MSR 1080_4 (WHERE (DIM TC 2006JJ00)))));huwelijken gescheiden vrouwen in 2006
962;(VALUE (37772ned (MSR D003634_1 (WHERE (DIM TC 2020JJ00)))));mannen met minimaal 2 huwelijken 2020
962;(VALUE (37772ned (MSR D003634_1 (WHERE (DIM TC 2020JJ00)))));twee of meer huwelijken man 2020
963;(VALUE (37772ned (MSR A028293_3 (WHERE (DIM TC 2010JJ00)))));aantal homo partnerschappen in 2010
963;(VALUE (37772ned (MSR A028293_3 (WHERE (DIM TC 2010JJ00)))));partnerschapregistratie tussen mannen 2010
964;(VALUE (37772ned (MSR 1040_5 (WHERE (DIM TC 2010JJ00)))));leeftijd mannen partnerschap 2010
964;(VALUE (37772ned (MSR 1040_5 (WHERE (DIM TC 2010JJ00)))));gemiddelde leeftijd van man bij partnerschap 2010
965;(VALUE (37772ned (MSR 1010_1 (WHERE (DIM TC 1973JJ00)))));huwelijken ongehuwde man 1973
965;(VALUE (37772ned (MSR 1010_1 (WHERE (DIM TC 1973JJ00)))));hoeveel huwelijken met ongetrouwde mannen waren er in 1973
966;(VALUE (37772ned (MSR D004999_1 (WHERE (DIM TC 2020JJ00)))));mannen die 1 keer getrouwd zijn 2020
