qid;sexp;query
37360ned16;(VALUE (37360ned (MSR M003570 (WHERE (DIM LeeftijdOp31December 18900) (DIM Geslacht 3000)))));hoe lang leeft een man nog na zijn 89e
37360ned17;(VALUE (37360ned (MSR M005112 (WHERE (DIM TC 1957JJ00)))));wat was de sterftekans in 1957
37360ned17;(VALUE (37360ned (MSR M005112 (WHERE (DIM TC 1957JJ00)))));levensverwachting in 1957
37360ned20;(VALUE (37360ned (MSR M003570 (WHERE (DIM LeeftijdOp31December 13300)))));wat is de levensverwachting op 33 jarige leeftijd
37360ned20;(VALUE (37360ned (MSR M003570 (WHERE (DIM LeeftijdOp31December 13300)))));levensverwachting, 33 jaar
37360ned25;(VALUE (37360ned (MSR M003570 (WHERE (DIM Geslacht 3000)))));de verwachte levensduur van mannen
37360ned26;(VALUE (37360ned (MSR M005112 (WHERE (DIM LeeftijdOp31December 11500) (DIM TC 1989JJ00) (DIM Geslacht 3000)))));wat is de sterftekans van mannen in 1989 op de leeftijd van 15 jaar
37360ned26;(VALUE (37360ned (MSR M005112 (WHERE (DIM LeeftijdOp31December 11500) (DIM TC 1989JJ00) (DIM Geslacht 3000)))));kans op overlijden van mannen op 15 jarige leeftijd in 1989
37360ned27;(VALUE (37360ned (MSR M005112 (WHERE (DIM LeeftijdOp31December 10400) (DIM Geslacht 4000)))));wat is de sterftekans van vrouwen op 4 jarige leeftijd
37360ned27;(VALUE (37360ned (MSR M005112 (WHERE (DIM LeeftijdOp31December 10400) (DIM Geslacht 4000)))));kans van overlijden van vrouwen op de leeftijd van 4 jaar
37360ned33;(VALUE (37360ned (MSR M005112 (WHERE (DIM TC 1959JJ00) (DIM Geslacht T001038) (DIM LeeftijdOp31December 10200)))));wat was de sterftekans van 2 jarigen in 1959
37360ned33;(VALUE (37360ned (MSR M005112 (WHERE (DIM TC 1959JJ00) (DIM Geslacht T001038) (DIM LeeftijdOp31December 10200)))));kans van overlijden in 1959 in de leeftijd tot 2 jaar
37360ned34;(VALUE (37360ned (MSR M003570 (WHERE (DIM TC 1941TM46)))));wat was de levensverwachting in de periode 1941-1946
37360ned34;(VALUE (37360ned (MSR M003570 (WHERE (DIM TC 1941TM46)))));levensverwachting, 1941/46
37360ned34;(VALUE (37360ned (MSR M003570 (WHERE (DIM TC 1941TM46)))));hoe hoog was de levensverwachting in 1941/'46
80072ned16;(VALUE (80072ned (MSR M001924 (WHERE (DIM TC 2011KW02)))));percentage ziekteverzuim in 2011 in het 2e kwartaal
80072ned18;(VALUE (80072ned (MSR M001924 (WHERE (DIM TC 2017KW03) (DIM BedrijfskenmerkenSBI2008 328110)))));ziekteverzuim in de metaal-elektro industrie in 2017 3e kwartaal
80072ned19;(VALUE (80072ned (MSR M001924 (WHERE (DIM TC 2014KW03) (DIM BedrijfskenmerkenSBI2008 WP19078)))));ziekteverzuimpercentage bij bedrijven in 2014 in het 3e kwartaal
80072ned19;(VALUE (80072ned (MSR M001924 (WHERE (DIM TC 2014KW03) (DIM BedrijfskenmerkenSBI2008 WP19078)))));ziekteverzuim, bedrijfskenmerk, 2014 kwartaal 3
80072ned20;(VALUE (80072ned (MSR M001924 (WHERE (DIM TC 2021KW04)))));ziekteverzuimpercentage in het 4e kwartaal van 2021
80072ned20;(VALUE (80072ned (MSR M001924 (WHERE (DIM TC 2021KW04)))));ziekteverzuim 4e kwartaal 2021
82321NED9;(VALUE (82321NED (MSR M004198_1 (WHERE (DIM Leeftijd 53310) (DIM Geslacht T001038) (DIM TC 2008JJ00) (DIM Migratieachtergrond 2012657)))));Hoeveel gedetineerden van 25 tot 45 waren er in 2008 met een niet-westerse achtergrond 
70895ned14;(VALUE (70895ned (MSR M000134 (WHERE (DIM TC 1998W119)))));hoeveel mensen zijn er overleden in 1998 in week 19
70936ned13;(VALUE (70936ned (MSR M000238 (WHERE (DIM TC 2013MM03)))));consumentenprijsindex maart 2013
70936ned13;(VALUE (70936ned (MSR M000238 (WHERE (DIM TC 2013MM03)))));inflatie maart 2013
70936ned13;(VALUE (70936ned (MSR M000238 (WHERE (DIM TC 2013MM03)))));cpi maart 2013
70936ned14;(VALUE (70936ned (MSR M000238 (WHERE (DIM TC 1964JJ00)))));consumentenprijsindex 1964
70936ned14;(VALUE (70936ned (MSR M000238 (WHERE (DIM TC 1964JJ00)))));cpi 1964
70936ned14;(VALUE (70936ned (MSR M000238 (WHERE (DIM TC 1964JJ00)))));inflatie in 1964
70936ned15;(VALUE (70936ned (MSR M000238 (WHERE (DIM TC 1979MM02)))));consumentenprijsindex februari 1979
70936ned15;(VALUE (70936ned (MSR M000238 (WHERE (DIM TC 1979MM02)))));consumentenprijzen in februari 1979
70936ned16;(VALUE (70936ned (MSR M000238 (WHERE (DIM TC 2009MM10)))));consumentenprijsindex oktober 2009
70936ned16;(VALUE (70936ned (MSR M000238 (WHERE (DIM TC 2009MM10)))));inflatie in oktober 2009
70936ned20;(VALUE (70936ned (MSR M000238 (WHERE (DIM TC 1969MM03)))));jaarmutatie cpi maart 1969
70936ned20;(VALUE (70936ned (MSR M000238 (WHERE (DIM TC 1969MM03)))));consumentenprijsindex in maart 1969
70936ned21;(VALUE (70936ned (MSR M000238 (WHERE (DIM TC 1963MM01)))));jaarmutatie cpi januari 1963
70936ned21;(VALUE (70936ned (MSR M000238 (WHERE (DIM TC 1963MM01)))));cpi januari 1963
70936ned21;(VALUE (70936ned (MSR M000238 (WHERE (DIM TC 1963MM01)))));inflatie januari 1963
70936ned21;(VALUE (70936ned (MSR M000238 (WHERE (DIM TC 1963MM01)))));prijsindexcijfer januari 1963
71450ned33;(VALUE (71450ned (MSR M005515 (WHERE (DIM TC 2006SJ00) (DIM Onderwijssoort T001345)))));aantal leerlingen/studenten op het voortgezet onderwijs in het schooljaar 2006/'07
71450ned33;(VALUE (71450ned (MSR M005515 (WHERE (DIM TC 2006SJ00) (DIM Onderwijssoort T001345)))));leerlingen op het vo in 2006
71450ned33;(VALUE (71450ned (MSR M005515 (WHERE (DIM TC 2006SJ00) (DIM Onderwijssoort T001345)))));studenten op het vo periode 2006/07
71450ned34;(VALUE (71450ned (MSR M005515 (WHERE (DIM Migratieachtergrond 2012655)))));aantal leerlingen/studenten met een westerse migratieachtergrond
71450ned34;(VALUE (71450ned (MSR M005515 (WHERE (DIM Migratieachtergrond 2012655)))));studenten met westerse migratieachtergrond
71450ned34;(VALUE (71450ned (MSR M005515 (WHERE (DIM Migratieachtergrond 2012655)))));leerlingen met westerse migratieachtergrond
80072ned21;(VALUE (80072ned (MSR M001924 (WHERE (DIM BedrijfskenmerkenSBI2008 428100) (DIM TC 2010JJ00)))));Percentage ziekteverzuim in de sport in 2010
80072ned22;(VALUE (80072ned (MSR M001924 (WHERE (DIM BedrijfskenmerkenSBI2008 403300) (DIM TC 2003JJ00)))));Wat was het verzuim in 2003 bij zakelijke dienstverlening 
80072ned23;(VALUE (80072ned (MSR M001924 (WHERE (DIM TC 2010JJ00) (DIM BedrijfskenmerkenSBI2008 348000)))));hoe hoog verzuim bij waterbedrijven en afvalbedrijven in 2010
80444ned6;(VALUE (80444ned (MSR M001290 (WHERE (DIM TC 1996JJ00)))));Bouwkosten looncomponent 1996
84117NED4;(VALUE (84117NED (MSR M006362 (WHERE (DIM TC 2021KW03) (DIM ActivaEnPassiva A045214) (DIM FinancieleInstrumenten A045167)))));financiële transacties van de overheid in het 3e kwartaal 2021
84117NED4;(VALUE (84117NED (MSR M006362 (WHERE (DIM TC 2021KW03) (DIM ActivaEnPassiva A045214) (DIM FinancieleInstrumenten A045167)))));transacties en balans overheid activa overige deposito's derde kwartaal 2021
84672NED7;(VALUE (84672NED (MSR M001284 (WHERE (DIM TC 2018MM04) (DIM Btw A048945)))));vermindering energiebelasting elektriciteit exclusief btw  april 2018
84672NED7;(VALUE (84672NED (MSR M001284 (WHERE (DIM TC 2018MM04) (DIM Btw A048945)))));wat was de vermindering van energiebelasting op elektriciteit excl. btw in april 2018
84672NED24;(VALUE (84672NED (MSR A045057_2 (WHERE (DIM Btw A048945) (DIM TC 2019MM01)))));energiebelasting op elektriciteit excl. btw in 2019 januari
84672NED24;(VALUE (84672NED (MSR A045057_2 (WHERE (DIM Btw A048945) (DIM TC 2019MM01)))));wat was de energiebelasting voor consumenten op elektriciteit in januari 2019 exclusief btw
84672NED25;(VALUE (84672NED (MSR M001013_1 (WHERE (DIM TC 2020MM01) (DIM Btw A048945)))));transporttarief voor aardgas excl. btw in januari 2020
84672NED25;(VALUE (84672NED (MSR M001013_1 (WHERE (DIM TC 2020MM01) (DIM Btw A048945)))));was het transporttarief voor aardgas exclusief btw voor consumenten in januari 2020
84672NED31;(VALUE (84672NED (MSR M000176_2 (WHERE (DIM TC 2020MM09)))));variabel leveringstarief voor consumenten elektriciteit in september 2020
84672NED31;(VALUE (84672NED (MSR M000176_2 (WHERE (DIM TC 2020MM09)))));gemiddeld variabel tarief elektriciteit per kWh voor consumenten in sept. 2020
84672NED31;(VALUE (84672NED (MSR M000176_2 (WHERE (DIM TC 2020MM09)))));wat was het variabele leveringstarief per kWh elektriciteit in september 2020
84672NED36;(VALUE (84672NED (MSR M000175_2 (WHERE (DIM TC 2020JJ00)))));gemiddelde vastrecht voor elektriciteit in 2020
84672NED36;(VALUE (84672NED (MSR M000175_2 (WHERE (DIM TC 2020JJ00)))));vaste kosten voor levering elektriciteit in 2020 
84672NED37;(VALUE (84672NED (MSR M001013_1 (WHERE (DIM Btw A048945)))));transporttarief per jaar voor aardgas exclusief btw
84672NED37;(VALUE (84672NED (MSR M001013_1 (WHERE (DIM Btw A048945)))));kosten van transport aardgas voor consumenten
84672NED37;(VALUE (84672NED (MSR M001013_1 (WHERE (DIM Btw A048945)))));transportkosten aardgas voor consumenten aan netbeheerder
85241NED13;(VALUE (85241NED (MSR A018946 (WHERE (DIM Bouwjaar A044274) (DIM Brandstofsoort A019276)))));aantal bromfietsen op benzine met bouwjaar 2006
85241NED13;(VALUE (85241NED (MSR A018946 (WHERE (DIM Bouwjaar A044274) (DIM Brandstofsoort A019276)))));aantal scooters met het bouwjaar 2006 en benzinemotor 
85241NED13;(VALUE (85241NED (MSR A018946 (WHERE (DIM Bouwjaar A044274) (DIM Brandstofsoort A019276)))));brommers op benzine uit 2006
85424NED15;(VALUE (85424NED (MSR D000346 (WHERE (DIM Opleidingsvorm A028666)))));aantal gediplomeerden in het hoger onderwijs per opleiding
85443NED0;(VALUE (85443NED (MSR D001636 (WHERE (DIM GN GN84818040) (DIM TC 2015JJ00)))));totale uitvoerwaarde van ventielen voor luchtbanden in 2015
85443NED0;(VALUE (85443NED (MSR D001636 (WHERE (DIM GN GN84818040) (DIM TC 2015JJ00)))));wat was de uitvoerwaarde van ventielen voor luchtbanden in 2015
85511NED17;(VALUE (85511NED (MSR 53055 (WHERE (DIM GeregistreerdWerkzoekendeBijUWV T001615) (DIM GC AM36) (DIM TC 2008JJ00) (DIM Uitkering T001410) (DIM Arbeidskenmerken 3000795)))));hoeveel jongeren in de leeftijd van 15 tot 27 jaar waren geregistreerd bij het UWV als werkzoekende in Zwolle in 2008
85511NED17;(VALUE (85511NED (MSR 53055 (WHERE (DIM GeregistreerdWerkzoekendeBijUWV T001615) (DIM GC AM36) (DIM TC 2008JJ00) (DIM Uitkering T001410) (DIM Arbeidskenmerken 3000795)))));aantal jongeren van 15 tot 27 jaar met of zonder uitkering geregistreerd bij het UWV in Zwolle per jaar
85511NED17;(VALUE (85511NED (MSR 53055 (WHERE (DIM GeregistreerdWerkzoekendeBijUWV T001615) (DIM GC AM36) (DIM TC 2008JJ00) (DIM Uitkering T001410) (DIM Arbeidskenmerken 3000795)))));aantal 15 tot 27 jarige van de werkzame beroepsbevolking waren bij het UWV geregistreerd in Zwolle met of zonder uitkering in 2009
85511NED18;(VALUE (85511NED (MSR 53055 (WHERE (DIM GC GM0399)))));arbeidssituatie van het aantal jongeren van 15 tot 27 jaar in Heiloo
85511NED18;(VALUE (85511NED (MSR 53055 (WHERE (DIM GC GM0399)))));arbeidssituatie jongeren in Heiloo 
83426NED0;(VALUE (83426NED (MSR D000193 (WHERE (DIM TC 2018MM07)))));aantal personen met AOW uitkering in juli 2018
83426NED0;(VALUE (83426NED (MSR D000193 (WHERE (DIM TC 2018MM07)))));hoeveel mensen met een uitkering in het kader van de Algemene Ouderdomswet waren er in juli 2018 
84672NED30;(VALUE (84672NED (MSR M000176_2 (WHERE (DIM Btw A048944) (DIM TC 2021MM04)))));wat waren de variabele leveringskosten per kWh voor elektriciteit in april 2021 incl. btw
70936ned32;(VALUE (70936ned (MSR M000239 (WHERE (DIM TC 1998MM03)))));cpi maart 1998
83906NED1;(VALUE (83906NED (MSR M005284 (WHERE (DIM TC 2009JJ00)))));aantal verkochte bestaande woningen in 2009
84287NED33;(VALUE (84287NED (MSR M002042 (WHERE (DIM BedrijfstakkenBranchesSBI2008 300007) (DIM TC 2015MM08)))));vacature indicator dienstverlening augustus in 2015
84538NED5;(VALUE (84538NED (MSR M005356 (WHERE (DIM TC 2022MM04) (DIM Deelgebieden A023217)))));gww boven- en ondergrondse spoorwegen april 2022
84538NED29;(VALUE (84538NED (MSR M005356 (WHERE (DIM Deelgebieden A023217) (DIM TC 2017MM01)))));ontwikkeling gww spoorwegen januari 2017
84672NED34;(VALUE (84672NED (MSR M000176_2 (WHERE (DIM TC 2019MM01) (DIM Btw A048945)))));gemiddeld variabel leveringstarief elektriciteit per kWh excl. btw voor consumenten in januari 2019
85379NED18;(VALUE (85379NED (MSR M005515 (WHERE (DIM GeboortelandOuders T001638) (DIM Geslacht T001038) (DIM Leerjaar A028732) (DIM Herkomstland H008766)))));totaal aantal leerlingen in het voortgezet onderwijs in het 6e leerjaar met Tukije als herkomstland
85379NED18;(VALUE (85379NED (MSR M005515 (WHERE (DIM GeboortelandOuders T001638) (DIM Geslacht T001038) (DIM Leerjaar A028732) (DIM Herkomstland H008766)))));aantal leerlingen uit Turkije in het VO in leerjaar 6
85423NED0;(VALUE (85423NED (MSR T001623 (WHERE (DIM Geslacht T001038) (DIM Opleidingsvorm A028667) (DIM TC 2017SJ00)))));totaal aantal ingeschrevenen in het Hoger onderwijs in deeltijd opleidingsvorm in 2017/'18
85423NED0;(VALUE (85423NED (MSR T001623 (WHERE (DIM Geslacht T001038) (DIM Opleidingsvorm A028667) (DIM TC 2017SJ00)))));aantal ingeschreven deeltijd leerlingen in het hoger onderwijs in het schooljaar 2017/18
85428NED6;(VALUE (85428NED (MSR D001636 (WHERE (DIM Landen T001047)))));totale uitvoerwaarde van goederen SITC (3digits)
85464NED11;(VALUE (85464NED (MSR M005886 (WHERE (DIM Marges MOG0095) (DIM Leeftijd 80200)))));percentage personen van 65 of ouder dat is getest op Soa excl. hiv met marges tot een ondergrens van 95%
85464NED11;(VALUE (85464NED (MSR M005886 (WHERE (DIM Marges MOG0095) (DIM Leeftijd 80200)))));seksuele gezondheid van personen ouder dan 65 jaar met ondergrens marges tot 95% interval
84672NED0;(VALUE (84672NED (MSR M001013_2 (WHERE (DIM TC 2020MM12) (DIM Btw A048945)))));transporttarief elektriciteit december 2020
84672NED22;(VALUE (84672NED (MSR M000176_1 (WHERE (DIM TC 2022MM01) (DIM Btw A048945)))));variabel leveringstarief aardgas janurai 2022
81589NED9;(VALUE (81589NED (MSR A041716 (WHERE (DIM TC 2021KW02) (DIM BedrijfstakkenBranchesSBI2008 305300)))));aantal eenmansbedrijven in de binnenvisserij 2e kwartaal 2021
83693NED38;(VALUE (83693NED (MSR D001095 (WHERE (DIM TC 1998MM05)))));consumentenvertrouwen in mei 1998
83693NED38;(VALUE (83693NED (MSR D001095 (WHERE (DIM TC 1998MM05)))));koopbereidheid van consumenten in mei 1998
83693NED38;(VALUE (83693NED (MSR D001095 (WHERE (DIM TC 1998MM05)))));economisch klimaat in mei 1998
83906NED34;(VALUE (83906NED (MSR M005284 (WHERE (DIM TC 2014MM12)))));aantal verkochte woningen in december 2014
83906NED34;(VALUE (83906NED (MSR M005284 (WHERE (DIM TC 2014MM12)))));verkochte koopwoningen in 2014, december
83906NED34;(VALUE (83906NED (MSR M005284 (WHERE (DIM TC 2014MM12)))));ontwikkeling koopwoningen december 2014
83931NED33;(VALUE (83931NED (MSR M000935 (WHERE (DIM KenmerkenVanPersonen 2017050) (DIM TC 2017JJ00)))));mediaan inkomen van zelfstandige ondernemers in 2017
83931NED33;(VALUE (83931NED (MSR M000935 (WHERE (DIM KenmerkenVanPersonen 2017050) (DIM TC 2017JJ00)))));inkomen van zelfstandige ondernemer in 2017
83931NED33;(VALUE (83931NED (MSR M000935 (WHERE (DIM KenmerkenVanPersonen 2017050) (DIM TC 2017JJ00)))));wat was het mediaan inkomen van een zelfstandig ondernemer in 2017
84672NED29;(VALUE (84672NED (MSR A045057_2 (WHERE (DIM Btw A048945)))));energiebelasting elektriciteit exclusief btw voor consumenten
84672NED29;(VALUE (84672NED (MSR A045057_2 (WHERE (DIM Btw A048945)))));energiebelasting exclusief btw op elektriciteit
84672NED32;(VALUE (84672NED (MSR A045057_1 (WHERE (DIM TC 2019MM07)))));gemiddelde energiebelasting aardgas in juli 2019
84672NED32;(VALUE (84672NED (MSR A045057_1 (WHERE (DIM TC 2019MM07)))));aardgas energiebelasting in juli 2019 voor consumenten
84672NED33;(VALUE (84672NED (MSR M000176_1 (WHERE (DIM TC 2018JJ00)))));gemiddeld variabel leveringstarief aardgas in 2018
84672NED33;(VALUE (84672NED (MSR M000176_1 (WHERE (DIM TC 2018JJ00)))));wat waren de kosten voor een kubieke meter aardgas met variabele leveringstarieven in 2018
85375NED10;(VALUE (85375NED (MSR M007069_2 (WHERE (DIM TC 2022HJ01) (DIM SoortVoorzieningSociaalDomein T001287)))));aantal mensen dat gebruik maakt van WMO 1e halfjaar 2022 per 1000 inwoners
85375NED10;(VALUE (85375NED (MSR M007069_2 (WHERE (DIM TC 2022HJ01) (DIM SoortVoorzieningSociaalDomein T001287))))); gebruik voorzieningen sociaal domein 1e halfjaar in 2022 per duizend inwoners
85454NED15;(VALUE (85454NED (MSR M005422_1 (WHERE (DIM Persoonskenmerken 60500) (DIM TC 2018JJ00) (DIM Marges MOG0095)))));personen met kanker in de leeftijd 40 tot 50 jaar in 2018
85454NED15;(VALUE (85454NED (MSR M005422_1 (WHERE (DIM Persoonskenmerken 60500) (DIM TC 2018JJ00) (DIM Marges MOG0095)))));aantal mensen met kanker in de leeftijdsgroep 40 tot 50 jaar in 2018
85496NED4;(VALUE (85496NED (MSR D000116 (WHERE (DIM TC 1971JJ00)))));bevolking naar leeftijd op 1 januari in 1971
85496NED4;(VALUE (85496NED (MSR D000116 (WHERE (DIM TC 1971JJ00)))));grijze druk in 1971
85496NED4;(VALUE (85496NED (MSR D000116 (WHERE (DIM TC 1971JJ00)))));leeftijd bevolking op 1 januari in 1971
85511NED6;(VALUE (85511NED (MSR 53055 (WHERE (DIM Uitkering A045274) (DIM Onderwijsvolgend T001144) (DIM GeregistreerdWerkzoekendeBijUWV T001615) (DIM GC GM1963)))));wat is de arbeidsmarktsituatie van jongeren tussen de 15 en 27 jaar die onderwijs volgen en geregistreerd staan bij het UWV als werkzoekende met een uitkering in de Hoeksche waard
85511NED6;(VALUE (85511NED (MSR 53055 (WHERE (DIM Uitkering A045274) (DIM Onderwijsvolgend T001144) (DIM GeregistreerdWerkzoekendeBijUWV T001615) (DIM GC GM1963)))));arbeidsmarktsituatie van jongeren in de Hoeksche waard met een uitkering en onderwijs volgen en geregistreerd staan als werkzoekende bij het UWV
84287NED17;(VALUE (84287NED (MSR M002042 (WHERE (DIM BedrijfstakkenBranchesSBI2008 300007)))));vacature indicator commerciele dienstverlening 
84672NED2;(VALUE (84672NED (MSR M001013_2 (WHERE (DIM Btw A048944) (DIM TC 2020MM02)))));transporttarief elektriciteit februari 2020
84672NED14;(VALUE (84672NED (MSR A045057_2 (WHERE (DIM TC 2019MM09)))));energiebelasting electriciteit september 2019
84672NED27;(VALUE (84672NED (MSR M001013_2 (WHERE (DIM Btw A048944) (DIM TC 2020JJ00)))));transporttarief consumenten elektriciteit inclusief btw 2020
85250NED19;(VALUE (85250NED (MSR A047215_1 (WHERE (DIM TC 2018JJ00) (DIM Gewichtsklassen A047277)))));sloopvoertuigen totaal bedrijfsauto's 2018
85250NED19;(VALUE (85250NED (MSR A047215_1 (WHERE (DIM TC 2018JJ00) (DIM Gewichtsklassen A047277)))));aantal sloopauto's bedrijven 2018
85473NED18;(VALUE (85473NED (MSR D001682 (WHERE (DIM Geslacht T001038) (DIM TC 2012JJ00) (DIM GC GM0262) (DIM Leeftijd 10000)))));totaal mannen en vrouwen niet werkzaam voor 2 maanden in Lochem 2012
85490NED18;(VALUE (85490NED (MSR M005524 (WHERE (DIM Regiokenmerken PV22) (DIM TC 2019SJ00) (DIM Geslacht T001038) (DIM Onderwijssoort A025282)))));totaal aantal leerlingen in voortgezet speciaal onderwijs Drenthe 2019
85490NED18;(VALUE (85490NED (MSR M005524 (WHERE (DIM Regiokenmerken PV22) (DIM TC 2019SJ00) (DIM Geslacht T001038) (DIM Onderwijssoort A025282)))));voortgezet speciaal onderwijs drente schooljaar 2019
85490NED18;(VALUE (85490NED (MSR M005524 (WHERE (DIM Regiokenmerken PV22) (DIM TC 2019SJ00) (DIM Geslacht T001038) (DIM Onderwijssoort A025282)))));totaal aantal leerlingen in voortgezet speciaal onderwijs Drenthe 2019
85490NED18;(VALUE (85490NED (MSR M005524 (WHERE (DIM Regiokenmerken PV22) (DIM TC 2019SJ00) (DIM Geslacht T001038) (DIM Onderwijssoort A025282)))));voortgezet speciaal onderwijs drenthe schooljaar 2019
83906NED20;(VALUE (83906NED (MSR M001534 (WHERE (DIM TC 1996MM12)))));gemiddelde verkoopprijs van bestaande koopwoningen december 1996
83931NED2;(VALUE (83931NED (MSR M000935 (WHERE (DIM Geslacht 4000) (DIM Inkomensklassen A028632) (DIM TC 2011JJ00) (DIM Inkomensbegrippen A043962)))));mediaan bruto inkomen van vrouwen in 2011
84287NED21;(VALUE (84287NED (MSR M002042 (WHERE (DIM TC 2003MM12)))));vacature indicator in december 2003
84672NED18;(VALUE (84672NED (MSR M000176_1 (WHERE (DIM TC 2018JJ00) (DIM Btw A048944)))));variabel leveringstarief aardgas per m3 incl. btw in 2018
84672NED18;(VALUE (84672NED (MSR M000176_1 (WHERE (DIM TC 2018JJ00) (DIM Btw A048944)))));kosten aardgas per m3 inclusief btw in 2018 voor consumenten
84672NED28;(VALUE (84672NED (MSR M001284 (WHERE (DIM TC 2020MM09) (DIM Btw A048944)))));vermindering van energiebelasting op elektriciteit voor consumenten inclusief btw in september 2020
85312NED11;(VALUE (85312NED (MSR 3000800 (WHERE (DIM Persoonskenmerken 53800)))));werkloze beroepsbevolking tussen de 45 en 55 jaar
85312NED11;(VALUE (85312NED (MSR 3000800 (WHERE (DIM Persoonskenmerken 53800)))));aantal werklozen in de leeftijdsgroep van 45 tot 55 jaar
85463NED16;(VALUE (85463NED (MSR D005390 (WHERE (DIM Geslacht 3000) (DIM TC 2016G200) (DIM Leeftijd 53310) (DIM KenmerkenVanPersonen 2018790) (DIM Marges MOG0095)))));hoeveel gezonde mannen met een hoog onderwijsniveau in de leeftijd 25 tot 45 in 2016
85463NED16;(VALUE (85463NED (MSR D005390 (WHERE (DIM Geslacht 3000) (DIM TC 2016G200) (DIM Leeftijd 53310) (DIM KenmerkenVanPersonen 2018790) (DIM Marges MOG0095)))));percentage goed ervaren gezondheid onder mannen tussen de 25 en 45 jaar hoog opgeleid in 2016
85493NED19;(VALUE (85493NED (MSR M000562_2 (WHERE (DIM DecentraleOverheden A007403)))));begroot emu-saldo per gemeente tussen de 150000 tot 250000 inwoners
85496NED9;(VALUE (85496NED (MSR 10000_2 (WHERE (DIM TC 2010JJ00)))));totale bevolking naar leeftijd in 2010
85511NED15;(VALUE (85511NED (MSR 53055 (WHERE (DIM Uitkering T001410) (DIM Onderwijsvolgend T001144)))));onderwijs volgende jongeren met of zonder uitkering
85511NED15;(VALUE (85511NED (MSR 53055 (WHERE (DIM Uitkering T001410) (DIM Onderwijsvolgend T001144)))));totaal aantal jongeren tussen de 15 en 27 jaar dat onderwijs volgt met of zonder uitkering
82550NED11;(VALUE (82550NED (MSR D002936 (WHERE (DIM Woningtype T001100)))));beginstand woningvoorraad naar woningtype
82550NED11;(VALUE (82550NED (MSR D002936 (WHERE (DIM Woningtype T001100)))));woningvoorraad naar type woning
82900NED19;(VALUE (82900NED (MSR A028867_2 (WHERE (DIM TC 2012JJ00)))));totaal aantal huurwoningen in 2012
83131NED27;(VALUE (83131NED (MSR M000215 (WHERE (DIM TC 2020MM01) (DIM Bestedingscategorieen CPI011450)))));prijs van kaas en kwark in januari 2020
83131NED27;(VALUE (83131NED (MSR M000215 (WHERE (DIM TC 2020MM01) (DIM Bestedingscategorieen CPI011450)))));cpi zuivel in 2020
83667NED34;(VALUE (83667NED (MSR D002943_2 (WHERE (DIM Gebouwbestemming T001032)))));index totale bouwkosten 
83667NED34;(VALUE (83667NED (MSR D002943_2 (WHERE (DIM Gebouwbestemming T001032)))));indexcijfers bouwkosten totaal gebouwbestemming
83760NED21;(VALUE (83760NED (MSR M000245 (WHERE (DIM CPA2008 A024434)))));jaarmutatie prijzen dienstverlening advies inzake bedrijfsbeheer
81589NED26;(VALUE (81589NED (MSR WP19083 (WHERE (DIM BedrijfstakkenBranchesSBI2008 304300) (DIM TC 2011KW01)))));Hoeveel bedrijven binnen de bosbouwsector hadden een bedrijfsgrootte van 3 tot 5 werkzame personen in het eerste kwartaal van 2011?
84287NED3;(VALUE (84287NED (MSR M002042 (WHERE (DIM TC 2006MM07) (DIM BedrijfstakkenBranchesSBI2008 T001081)))));vacature indicator Alle economische activiteiten juli 2006
84287NED3;(VALUE (84287NED (MSR M002042 (WHERE (DIM TC 2006MM07) (DIM BedrijfstakkenBranchesSBI2008 T001081)))));vacatures in juli 2006
84287NED34;(VALUE (84287NED (MSR M002042 (WHERE (DIM TC 2011MM09)))));vacature indicator september 2011
84538NED33;(VALUE (84538NED (MSR M001289 (WHERE (DIM TC 2014MM04) (DIM Deelgebieden A023275)))));inputprijsindex elektrische installatie april 2014
84672NED13;(VALUE (84672NED (MSR A045057_2 (WHERE (DIM Btw A048945) (DIM TC 2022MM06)))));energiebelasting elektriciteit exclusief btw in juni 2022
84672NED13;(VALUE (84672NED (MSR A045057_2 (WHERE (DIM Btw A048945) (DIM TC 2022MM06)))));energiebelasting elektriciteit voor consumenten in 2022 juni
84672NED26;(VALUE (84672NED (MSR M001285_2 (WHERE (DIM TC 2018JJ00)))));opslag duurzame energie elektriciteit in 2018
84947NED12;(VALUE (84947NED (MSR 52052 (WHERE (DIM WijkenEnBuurten BU16520509) (DIM Opleidingsniveau 2018700)))));bevolking tussen de 15 en 75 jaar met een lage opleiding in de wijk verspreide huizen milheeze
84947NED12;(VALUE (84947NED (MSR 52052 (WHERE (DIM WijkenEnBuurten BU16520509) (DIM Opleidingsniveau 2018700)))));aantal personen in de wijk verspreide huizen milheeze met een lage opleiding tussen de 15 en 75 jaar
84947NED12;(VALUE (84947NED (MSR 52052 (WHERE (DIM WijkenEnBuurten BU16520509) (DIM Opleidingsniveau 2018700)))));bevolking in de leeftijdsgroep 15 tot 75 jaar met het opleidingsniveau laag in de wijk verspreide huizen milheeze
85445NED5;(VALUE (85445NED (MSR D005430 (WHERE (DIM Marges MOG0095) (DIM InkomenEnWelvaart 1014752) (DIM Geslacht 3000) (DIM TC 2017G400) (DIM LeeftijdOp31December 15500)))));gezonde levensverwachting van mannen met een gestandaardiseerd inkomen in de 1e 20% groep van 55 jaar in de periode 2017-2020
